Name,Price,Cpu,ScreenResolution,Ram,Memory,Gpu,OpSys,Weight,Inch
ASUS Vivobook 14 X1402ZA 14 inch FHD Display Core i3 12th Gen 4GB RAM 512GB SSD Laptop,70000  bdt,"Intel Core I3-1220P Processor (Threads- 12, Cores- 10, Cache- 12MB , Up To 4.4GHz)","Panel Size:	14.0-inch
Resolution:	FHD (1920 x 1080) 16:9 aspect ratio
Backlit:	LED Backlit
IPS-level:	IPS-level Panel
Refresh rate:	60Hz refresh rate
Brightness:	250nits
Colour gamut:	45% NTSC colour gamut
Glare:	Anti-glare display",4GB,512GB M.2 NVMe PCIe 3.0 SSD,Intel UHD Graphics,Windows 11 Home 64-Bit,1.73,14.0
Asus VivoBook 15 K513EA Intel Core i3 1115G4 15.6 Inch FHD OLED Display Hearty Gold Laptop #L13489W-K513EA,73780  bdt,Intel Core i3 11th (Intel) Core i3 1115G4 Not Specified 4.10 GHz 2 4 6MB Not Specified ,15.6 FHD OLED Display Full HD 1920x1080 Not Specified No 60 Hz Thin-bezel Not Specified No Secondary Screen No Secondary Screen No Secondary Screen ,4GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe Not Specified Not Specified ,Intel UHD Graphics Integrated Shared Not Applicable ,Win-11 Home Not Specified Not Specified ,1.80 kg,15.232530120481924
"ASUS ProArt Studiobook Pro 16 OLED W7600H3A Core i7 11th Gen RTX A3000 6GB Graphics 16"" OLED Laptop",393860  bdt,Intel Core i7-11800H ,16 Inch 4K WQUXGA OLED 3840 x 2400 Touch ScreenNo ,32GB,M.2 NVME PCIE 3.0 SSD 1TB ,Nvidia RTX A3000 6GB ,Windows 11 ,2.40 kg,15.232530120481927
Asus ZenBook 14 UX425JA 14 inch FHD 450NITS Display Core i5 10th Gen 8GB RAM 512GB SSD Laptop - PINE GREY,nan bdt,"Intel Core i5-1035G1 Processor (6M Cache, 1.00 GHz up to 3.60 GHz)","14.0-inch, LCD, FHD (1920 x 1080) 16:9, IPS-level Panel, Anti-glare display, LED Backlit, 450nits, sRGB: 100%, Screen-to-body ratio: 90%",8GB,512GB PCIe NVMe 3.0 x2 M.2 SSD,Intel UHD Graphics,Windows 10,1.17 kg,14.0
"Lenovo Legion 7 16ACHg6 Ryzen 9 5900HX RTX 3080 16GB Graphics 16"" 165Hz Gaming Laptop",358640  bdt,AMD Ryzen 9 5900HX ,16 Inch IPS QHD (2560 x 1600) Touch ScreenNo ,16GB,M.2 NVMe PCIe SSD 1TB ,NVIDIA GeForce RTX 3080 16GB ,Windows 11 Home ,2.5kg,15.232530120481927
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 15.6 Inch FHD OLED Display Indie Black Laptop #L1724W-K513EQ,110670  bdt,Intel Core i5 11th (Intel) Core i5 1135G7 2.40 GHz 4.20 GHz 4 8 8MB Not Specified ,"15.6 FHD OLED Display Full HD 1920x1080 Glossy No 60 Hz Slim Bezel Aspect Ratio: 16:9, Response time: 0.2ms response time, Peak Brightness: 600nits peak brightness, Color gamut: 100% DCI-P3 color gamut, Contrast ratio: 1,000,000:1, VESA CERTIFIED Display HDR: VESA CERTIFIED Display HDR True Black 600, Color depth: 1.07 billion colors, Pantone: PANTONE??Validated, Low blue light: 70% less harmful blue light, SGS Eye Care Display: SGS Eye Care Display, Screen-to-body ratio: 85 %. No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,"512GB SSD No HDD No HDD 1 NVMe PCIe No Additional HDD Can be added, SSD can be replaced ",Nvidia MX350 Graphics Dedicated 2GB GDDR5 ,Win-11 Home MyASUS Not Specified ,1.80 kg,15.232530120481924
"Acer Predator PH315-53 Intel Core i7 10th Gen RTX 2060 6GB Graphics 15.6"" 144Hz FHD Gaming Laptop",179610  bdt,Intel Core i7-10750H ,15.6 Inch IPS  Full HD (1920 x 1080) Touch ScreenNo ,16GB,NVMe PCIe  SSD + SATA HDD 256 GB SSD  + 1 TB HDD ,NVIDIA GEFORCE RTX 2060 6GB ,Windows 10 ,1.72,15.6
"Apple MacBook Pro (Late 2021) Apple M1 Max Chip 4TB SSD Space Gray Laptop #MK233LL/A, Z14X000CS",667280  bdt,Apple Apple M1 Not Applicable Apple M1 Max Chip Not Applicable Not Applicable 10 Not Applicable Not Applicable Not Applicable ,"16.2 Liquid Retina XDR Display QHD 3456x2234 Glossy No 120 Hz Slim Bezel Aspect Ratio: 16:10, Contrast Ratio: 1,000,000:1, Glossy with Antireflective Coating No Secondary Screen No Secondary Screen No Secondary Screen ",64GB,4TB SSD No HDD No HDD No NVMe PCIe No Installed SSD Can Not Be Replaced ,Apple 32-Core GPU Integrated Shared Not Applicable ,"macOS App Store, Books, Calendar, Contacts, FaceTime, Find My, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, News, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos Not Specified ",2.2 kg,15.232530120481924
"Asus ZenBook 14 UX425EA Intel Core i5 1135G7 11th Gen 14"" FHD WV Laptop",115600  bdt,Intel Core i5-1135G7 ,"14"" FHD LED 1920x1080 (WxH) FHD Refresh Rate60 Hz ",8GB,NVMe PCIe 512GB SSD ,Intel Iris Xe Graphics Shared ,Win-11 Home ,1.17 kg,15.232530120481927
Asus ExpertBook B3 Flip B3402FEA Core i5 14-inch 360° FHD Touch Laptop,99000  bdt,Intel Core i5-1135G7 ,14.0-inch LED FHD (1920 x 1080) Touch ScreenYes ,8GB,M.2 NVMe PCIe 3.0 SSD 512GB ,Intel Iris Xe Shared ,Free Dos ,1.61 kg,14.0
Asus VivoBook 15 K513EA OLED 15.6 inch Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop,88000  bdt,"Intel Core i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)","15.6-inch, FHD (1920 x 1080) 16:9 aspect ratio, 
0.2ms response time, 
400nits, 600nits peak brightness, 
100% DCI-P3 color gamut, 
PANTONE Validated, 
Glossy display, 
Screen-to-body ratio: 85 ％ ",8GB,512GB M.2 NVMe PCIe 3.0 SSD,Intel Iris Xe Graphics,Wi-Fi 6(802.11ax),1.80 kg,15.6
ASUS Vivobook Pro 16X OLED M7600QE 16 inch WQUXGA Display Ryzen 7 5800H 16GB RAM 512GB SSD Gaming Laptop with RTX 3050 Ti 4GB Graphics,178000  bdt,"AMD Ryzen 7 5800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.4 GHz max boost)","16.0-inch, 4K (3840 x 2400) OLED 16:10 aspect ratio,
0.2ms response time, 
550nits peak brightness, 
100% DCI-P3 color gamut,
1,000,000:1, VESA CERTIFIED Display HDR True Black 500,
1.07 billion colors, 
PANTONE Validated, 
Glossy display, 
70% less harmful blue light, 
SGS Eye Care Display, 
Screen-to-body ratio: 86 ％",16GB,512GBM.2 NVMe PCIe 3.0 SSD,"NVIDIA GeForce RTX 3050 Ti Laptop GPU, 
Boost up to 1035MHz at 35W (50W with Dynamic Boost)",Windows 10 Home,1.95 kg,16.0
MSI Prestige 14 A11SCX 14 inch FHD Display Core i5 11th Gen 16GB RAM 1TB SSD GTX1650 Graphics Laptop,nan bdt,"Intel Core i5-1135G7 Processor (8MB Cache, 2.40 GHz up to 4.20 GHz)","14"" FHD (1920 x 1080), sRGB100% 300nits 1W panel 
180⁰ Rotation , IPS-Leve Thin Bezell",16GB,1TB NVMe PCIe Gen4x4 SSD,"GTX1650 Max-Q, GDDR6 4GB Graphics",Windows 10 Home,1.29 kg,15.232530120481924
ASUS P1512CEA 15.6 INCH FHD DISPLAY I3 11TH GEN 4GB 3200MHZ RAM 1TB HDD LAPTOP (SLATE GREY),54800  bdt,"i3-1115G4 PROCESSOR (Processor Frequency,3.00 GHz up to 4.10 GHz, Core 2 , Thread 4,CPU Cache 6MB)","15.6"" FHD (1920 x 1080p) 16:9 LED BACKLIT,200NITS, ANTI-GLARE DISPLAY",4GB,1TB HDD, INTEL UHD GFX,Free Dos,1.80 kg,15.232530120481924
"Lenovo IdeaPad Slim 5i Core i5 11th Gen 256GB SSD 15.6"" FHD Laptop",90100  bdt,Intel Core i5-1135G7 ,15.6  Inch IPS FHD (1920×1080) Touch ScreenNo ,8GB,HDD + M.2 NVME SSD 1TB HDD+ 256GB M.2 NVME SSD ,NVIDIA MX450 2GB ,Windows 10 ,1.66 kg,15.232530120481927
ACER ONE 14 Z2-493 14 INCH HD DISPLAY AMD RYZEN 3 3250U 4GB RAM 1TB HDD LAPTOP,45500  bdt,"AMD Ryzen 3 3250U Processor (2.6 GHz up to 3.5 GHz, 4MB cache, 2 cores)","14"" HD (1366X768) resolution Antiglare LED Backlit TFT LCD 16:9 aspect ratio",4GB,1 TB 2.5-inch 5400 RPM HDD ( M.2 NVme Gen 3 Slot Available ),AMD Radeon Graphics,FREE DOS,1.5 kg,15.232530120481924
Huawei Matebook X Pro 13.9-inch 3K Multi-Touch Display Core I7 10th Gen 16GB RAM 1TB SSD Laptop with MX250 2GB Graphics,nan bdt,"10th Gen Intel Core i7-10510U Processor, 1.8 GHz 4 cores, Turbo up to 4.9 GHz","Size: 13.9 inches
Type: LTPS
Screen-to-body ratio: 91%
Resolution: 3000 x 2000, 260 PPI
Colour: 100% sRGB colour gamut (Typical)
Contrast ratio: 1500:1
Maximum brightness: 450 nits (Typical)
Light sensor
Viewing angle: 178 degrees
Aspect ratio: 3:2
10-point multi-touch sensitive screen with finger gesture screenshot",16GB,1TB PCI-e SSD,Nvidia GeForce MX250 2GB Dedicated graphics card,Windows 10 Home 64-bit,1.33 kg,13.9
Asus VivoBook 14 X415EA 14 inch Full HD Display Core i3 11th Gen 4GB RAM 256GB SSD Laptop (Transparent Silver),56000  bdt,"Intel Core i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 cores)","14.0-Inch,FHD (1920 X 1080) 16:9,IPS-Level Panel,Anti-Glare Display, LED Backlit,250nits,NTSC: 45%",4GB,256GB PCIEG3 SSD (Extra HDD Slot Available),Integrated Intel Iris Xe Graphics,Windows 10 Home,1.55 kg,14.0
"HP 15s-eq3234AU Ryzen 5 5625U 15.6"" FHD Laptop",74370  bdt,AMD Ryzen 5 5625U ,"15.6"" diagonal. IPS FHD (1920 x 1080) Display FeaturesMicro-edge
Anti-glare
250 nits 
45% NTSC Display ",8GB,PCIe NVMe M.2 SSD 512 GB ,AMD Radeon Graphics Shared ,Windows 11 Home Other Pre-installed SoftwaresMS Office ,1.7 kg,15.232530120481927
"ASUS ExpertBook B5 B5302CEA Core i5 11th Gen 13.3"" FHD Laptop",107250  bdt,Intel Core i5-1135G7 ,"13.3-inch FHD (1920 x 1080) Touch ScreenN/A Display Features16:9, Wide view, Anti-glare display, LED Backlit, 300nits, sRGB: 100%, Screen-to-body ratio:78 ％ ",8GB,M.2 NVMe PCIe 3.0 SSD 512GB ,Intel Iris Xe Graphics Graphics TypeShared ,Windows 10 Home ,1.10 kg,13.3
ASUS VivoBook 15 X515EA 15.6 inch Full HD WV Display Core i5 11th Gen 4GB RAM 1TB HDD FTPM Laptop,70500  bdt,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)","15.6-inch, FHD (1920 x 1080) Wide Viewing 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 %",4GB, 1TB HDD & FTPM (Extra M.2 Nvme Slot Available For SSD),Intel Iris Xe Graphics,Windows 10,1.80 kg,15.6
Dell Inspiron 15 3511 15.6 Full HD Display Core i3 11th Gen 4GB RAM 256GB SSD Laptop,52000  bdt,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)",15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight Non-touch Narrow Border WVA Display,4GB,256GB M.2 PCIe NVMe SSD,Intel UHD Graphics,Windows 10,1.85 kg,15.6
ASUS G713RM ROG STRIX G17 17.3 FULL HD DISPLAY RYZEN 7 6800H 16GB RAM 512GB SSD LAPTOP WITH 3060 6GB GRAPHICS,232000  bdt,"AMD Ryzen 7 6800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)","17.3-inch 
FHD (1920 x 1080) 16:9
anti-glare display
sRGB:
100.00%
Adobe:
75.35%
Refresh Rate:
360Hz
Response Time:
3ms
IPS-level
Adaptive-Sync
MUX Switch + Optimus",16GB,512GB SSD PCIe 4.0 NVMe M.2 SSD,"NVIDIA® GeForce RTX™ 3060 Laptop GPU 
ROG Boost: 1752MHz* at 140W (1702MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)
6GB GDDR6",Windows 11 Home,2.90 kg,17.3
"Lenovo ThinkBook 14 Gen 2 ITL Core i5 11th Gen 512GB 14"" FHD Laptop",89560  bdt,Intel Core i5-1135G7 ,14 Inch IPS FHD (1920 x 1080) Touch ScreenNo ,8GB,M.2 2242 PCIe Gen3 TLC SDD 512GB ,Intel UHD Graphics Shared ,FreeDOS ,1.5kg,15.232530120481927
Asus 15 P1511CMA Intel CDC N4020 15.6 Inch HD Display Slate Grey Laptop #BR693W-P1511CMA,43940  bdt,Intel Intel Celeron Not Applicable CDC N4020 1.10 GHz 2.80 GHz 2 2 4MB Not Specified ,"15.6 FHD Full HD 1366x768 Anti-Glare No Not Specified Slim Bezel Brightness: 200nits, Aspect Ratio: 16:9, Color gamut: 45% NTSC, LED Backlit No Secondary Screen No Secondary Screen No Secondary Screen ",4GB,"1TB HDD SATA 5400 RPM No No SSD 1 Additional SSD Can be added, HDD can be replaced ",Intel UHD Graphics 600 Integrated Shared Not Applicable ,Win-11 Home Not Specified Not Specified ,1.80 kg,15.232530120481924
"Asus ExpertBook B1 B1500CEAE Core i3 11th Gen 512GB SSD 15.6"" FHD Laptop",62430  bdt,Intel Core i3-1115G4 Processor ,"15.6-inch FHD (1920 x 1080) Touch ScreenNo Display Features16:9 LED Backlit, 220nits, Anti-glare display ",4GB,M.2 NVMe PCIe 3.0 SSD 512GB ,Intel UHD Graphics Shared ,ENDLESS ,1.72 kg,15.6
Lenovo ThinkPad E14 Gen 2 Intel Core i3 1115G4 14 Inch FHD Display Black Laptop #20TBS2W000-3Y,68360  bdt,Intel Core i3 11th (Intel) Core i3 1115G4 3.00 GHz 4.10 GHz 2 4 6MB Not Specified ,14 FHD Full HD 1920x1080 Anti-Glare No 60 Hz Slim Bazel Full HD Anti-glare Display No Secondary Screen No Secondary Screen No Secondary Screen ,4GB,"512GB SSD No HDD No HDD No NVMe PCIe 1 Additional SSD Slot, Upgradeable Installed SSD ",Intel UHD Graphics Integrated Shared Not Applicable ,Free-Dos Not Specified Not Specified ,1.77kg,15.232530120481924
Asus VivoBook 15 X513EP 15.6-Inch Full HD Display Core i7 11th Gen 8GB RAM 512GB SSD laptop With MX330 2GB Graphics,112000  bdt,11th Gen Intel Core i7 1165G7 (2.80GHz-4.70GHz,"15.6"" (16:9) LED-backlit FHD (1920x1080) 60Hz Anti-Glare Panel with 45% NTSC with wide 178° viewing angles",8 GB,512GB PCIe SSD (Extra HDD slot available),Nvidia MX330 2GB GDDR5,Windows 10,1.7 kg,15.232530120481924
Dell Vostro 15 3510 15.6 Full HD Display Core i5 11th Gen 8GB RAM 512GB SSD Laptop with MX350 2GB Graphics,86000  bdt,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)","15.6"", FHD 1920x1080, 60Hz, Non-Touch, AG, WVA, LED-Backlit, Narrow Border",8GB,512GB SSD M.2 PCIe NVMe,NVIDIA MX350 2GB GDDR5,Free DOS,1.69 kg,15.232530120481924
Asus X515JA Intel Core i3 15.6 Inch Grey Laptop #BQ3550W-X515JA,50450  bdt,Intel Core i3 10th (Intel) Core i3 1005G1 1.20 GHz 3.40 GHz 2 4 4MB Not Specified ,"15.6 FHD Full HD 1920x1080 Anti-Glare No Not Specified NanoEdge 200nits, NTSC: 45% for non-OLED, 16:9 aspect ratio No Secondary Screen No Secondary Screen No Secondary Screen ",4GB,1TB HDD SATA III 5400 RPM Not Specified No SSD 1 Additional SSD Can be added ,Intel UHD Graphics Integrated Shared Not Applicable ,Win-11 Home Not Specified Not Specified ,1.80 kg,15.232530120481924
"Acer TravelMate TMP214-53 Core i7 11th Gen 14"" FHD Laptop",85000  bdt,Intel Core i7-1165G7 ,14 Inch IPS Full HD (1920X1080) Touch ScreenNo ,8GB,HDD 1TB ,Intel Iris Xe Graphics Shared ,Free DOS ,1.68 kg,15.232530120481927
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 15.6 Inch FHD OLED Display Indie Black Laptop #L1597W-K513EQ,110670  bdt,Intel Core i5 11th (Intel) Core i5 1135G7 2.40 GHz 4.20 GHz 4 8 8MB Not Specified ,"15.6 FHD OLED Display Full HD 1920x1080 Glossy No Not Specified Slim Bezel Aspect Ratio: 16:9, Response time: 0.2ms response time, Peak Brightness: 600nits peak brightness, Color gamut: 100% DCI-P3 color gamut, Contrast ratio: 1,000,000:1, VESA CERTIFIED Display HDR: VESA CERTIFIED Display HDR True Black 600, Color depth: 1.07 billion colors, Pantone: PANTONE??Validated, Glare: Glossy display, Low blue light: 70% less harmful blue light, SGS Eye Care Display: SGS Eye Care Display, Screen-to-body ratio: 85 %. No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,"512GB SSD No HDD No HDD No NVMe PCIe No Additional HDD Can be added, SSD can be replaced ",Nvidia MX350 Graphics Dedicated 2GB GDDR5 ,Win-11 Home Not Specified Not Specified ,1.80 kg,15.232530120481924
"Lenovo IdeaPad Slim 5i Pro Core i5 11th Gen MX450 2GB Graphics 16"" Laptop With 3 Years Warranty",129700  bdt,Intel Core i5-11300H ,16 Inch 2.5K WQXGA IPS LED Display 2560x1600 Touch ScreenNo ,16GB,M.2 2242 PCIe 3.0×4 NVMe SSD 512GB ,Nvidia MX450 2GB ,Windows 11 Home ,1.9 kg,15.232530120481927
"Toshiba Dynabook Satellite Pro C40-G-13E Core i5 10th Gen 14"" HD Laptop",58630  bdt,Intel Core i5-10210U ,"14 Inch HD (1,366 x 768) Touch ScreenNo Display Features16:9 LED Backlit, Non-reflective Anti-Glare ",8GB,M.2 SATA SSD 256GB ,Intel UHD Graphics Shared ,Windows 11 Home ,1.55 kg,15.232530120481927
Asus VivoBook Pro 15 M3500QC AMD Ryzen 7 5800H 15.6 Inch FHD OLED Display Quiet Blue Laptop #L1373W-M3500QC,160580  bdt,AMD Ryzen 7 Not Applicable Ryzen 7 5800H 3.20 GHz 4.40 GHz 8 16 20MB Not Specified ,"15.6 FHD OLED Display Full HD 1920x1080 Glossy No 60 Hz Slim Bezel 16:9 aspect ratio, 400nits, 100% DCI-P3 color gamut, PANTONE Validated, Glossy display, Screen-to-body ratio: 84 No Secondary Screen No Secondary Screen No Secondary Screen ",16GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe No Installed SSD can be upgradeable ,Nvidia RTX 3050 Graphics Dedicated 4GB GDDR6 ,Win-11 Home Not Specified Not Specified ,1.65 kg,15.232530120481924
"Dell Inspiron 16 5620 Core i7 12th Gen 16"" FHD+ Laptop",141050  bdt,Intel Core i7-1255U ,16 inch WVA FHD+ (1920 x 1200) Touch ScreenNo ,16GB,M.2 PCIe NVMe SSD 512GB ,NVIDIA GeForce MX570 2GB ,Windows 11 Home ,1.87 kg,15.232530120481927
HP 15S-FQ5486TU 15.6 INCH FULL HD DISPLAY INTEL CORE I3 12TH GEN 4GB RAM 256GB LAPTOP,61500  bdt,"Intel Core i3-1215U Processor (10M Cache, 3.30 GHz, up to 4.40 GHz)","15.6"" diagonal, FHD (1920 x 1080), IPS, micro-edge, anti-glare, 250 nits, 45% NTSC",4 GB,256 GB PCIe NVMe M.2 SSD,Intel UHD Graphics,Windows 10 64bit,1.47 kg,15.232530120481924
"Walton Passion BP5800 Core i5 8th Gen 15.6"" HD Laptop",55000  bdt,Intel Core i5-8250U ,"15.6 inch HD(1366x768) Touch ScreenNo Display Features16:9 panel, 3.2mm Display ",8GB,HDD 1TB ,Intel UHD Graphics Shared ,Windows 10 ,2.2kg,15.6
HP 250 G8 15.6 inch Full HD Display Core i5 11th Gen 8GB RAM 1TB HDD Laptop,72000  bdt,"Intel Core i5-1135G7 Processor 
2.4 GHz Base clock, up to 4.2 GHz with Intel Turbo Boost Technology 
4 cores and 8 MB cache ","39.62 cm (15.6 in) diagonal, FHD, IPS, Anti-Glare WLED, 250nits eDP micro-edge, 45% NTSC (1920 x 1080)",8GB,1TB 5400 rpm SATA HDD (M.2/SSD Expansion Slot),Intel Iris Xe Graphics,Windows 10 Home,1.74 kg,15.232530120481924
Lenovo ThinkPad 14 14 inch Full HD display core i7 11th Gen 16GB RAM 512GB SSD Laptop,98500  bdt,Intel Core i7-1165G7 Processor 2.8 GHz up to 4.7GHz,"14"" FHD (1920 x 1080) IPS, anti-glare, 250 nits",16GB,512 GB SSD M.2 2242 PCIe 3.0×4 NVMe,Integrated Intel UHD Graphics,Windows 10 Home,1.69 kg,15.232530120481924
Asus D415DA AMD Ryzen 3 3250U 14 Inch HD Display Slate Grey Laptop #BV981W-D415DA,55340  bdt,AMD Ryzen 3 Not Applicable Ryzen 3 3250U 2.60 GHz 3.50 GHz 2 4 5MB Not Specified ,"14 HD LED Up to HD 1366x768 Anti-glare No 60 Hz Slim Bezel Aspect ratio: 16:9, LED Backlit, Brightness: 200 Nits, Color gamut: 45% NTSC No Secondary Screen No Secondary Screen No Secondary Screen ",4GB,1TB HDD SATA Not Specified No No SSD Not Specified Not Specified ,AMD Radeon Graphics Integrated Shared Not Applicable ,Win-11 Home Not Specified Not Specified ,1.60 kg,15.232530120481924
Lenovo IdeaPad Slim 3i 14ITL Intel Core i3 1115G4 14 Inch FHD Display Arctic Grey Laptop #82H7013EIN-3Y,61850  bdt,Intel Core i3 11th (Intel) Core i3 1115G4 Not Specified 4.10 GHz 2 4 6MB Intel SoC Platform ,14 FHD Full HD 1920x1080 Anti-Glare No 60 Hz Slim Bezel Brightness: 250 nits No Secondary Screen No Secondary Screen No Secondary Screen ,8GB,256GB SSD No HDD No HDD No NVMe PCIe No Installed SSD can be upgradeable ,Intel UHD Graphics Integrated Shared Not Applicable ,Win-11 Home Office Trial Not Specified ,1.41 kg,15.232530120481924
Dell Inspiron 15 3511 15.6 Full HD Display Core i5 11th Gen 4GB RAM 1TB HDD Laptop with MX350 2GB Graphics,73000  bdt,"Intel Core i5-1135G7 Processor (8M Cache, 2.40 GHz up to 4.20 GHz)",15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight Non-touch Narrow Border WVA Display,4GB,1TB HDD (Extra M.2 NVMe SSD Slot Available ),NVIDIA GeForce MX350 2GB GDDR5 Graphics,Windows 10,1.85 kg,15.6
Acer Nitro 5 AN515-57-77YZ 15.6 inch Full HD 144Hz Display Core i7 11th Gen 16GB Ram 256GB SSD 1TB HDD Gaming Laptop with RTX 3050 Ti 4GB Graphics,nan bdt,"Intel Core i7-11800H processor (12M Smart Cache, 2.4 GHz with Turbo Boost up to 4.6 GHz, )","15.6"" 144Hz display with IPS (In-Plane Switching) technology, Full HD 1920 x 1080, Acer ComfyViewTM LED-backlit TFT LCD",16GB,"256GB M.2 NVMe SSD 
1TB HDD",NVIDIA GeForce RTX 3050 Ti with 4GB,Windows 10,2.30 kg,15.232530120481924
Acer Extensa 15 EX215-54-37AH Intel Core i3 1115G4 15.6 Inch FHD Display Charcoal Black Laptop #NX.EGJSI.001,52080  bdt,Intel Core i3 11th (Intel) Core i3 1115G4 1.70 GHz 4.10 GHz 2 4 6MB Not Specified ,"15.6 FHD Full HD 1920x1080 Anti-Glare No 60 Hz Slim Bezel ComfyView screen technology, Aspect Ratio : 16:09, HDCP Supported: Yes No Secondary Screen No Secondary Screen No Secondary Screen ",4GB,1TB HDD SATA 5400 RPM No No SSD 1 Additional SSD Can be added ,Intel UHD Graphics Integrated Shared Not Applicable ,Free-Dos Not Specified Not Specified ,1.70kg,15.232530120481924
Lenovo IdeaPad D330 10IGL Intel CDC N4020 10.1 Inch HD IPS Touch Display Mineral Grey Laptop #82H0001VIN-1Y,38520  bdt,Intel Intel Celeron Not Applicable CDC N4020 1.10 GHz 2.80 GHz 2 2 4MB Intel SoC (System on Chip) platform ,"10.1 HD IPS LED Display Up to HD 1280x800 Antiscratch Yes 60 Hz Slim Bezel Brightness: 300nits, Aspect Ratio: 16:10, Color Gamut: 50% NTSC No Secondary Screen No Secondary Screen No Secondary Screen ",4GB,128GB eMMC No HDD No HDD No No SSD No Installed SSD Can Not Be Replaced ,Intel UHD 600 Graphics Integrated Shared Not Applicable ,Win-10 Home Not Specified Not Specified ,1.13 kg,15.232530120481924
"Lenovo IdeaPad Gaming 3i Core i5 11th Gen RTX 3050 4GB Graphics 15.6"" FHD Laptop",116680  bdt,Intel Core i5-11300H ,"15.6"" FHD ",8GB,M.2 2280 PCIe 3.0x4 NVMe SSD 512GB ,NVIDIA GeForce RTX 3050 4GB ,Win11 Home ,2.2 kg,15.232530120481927
"Lenovo Legion Slim 7 15ACH6 AMD Ryzen 7 5800H RTX 3060 6GB Graphics 15.6"" WQHD Laptop",219170  bdt,AMD Ryzen 7 5800H ,"15.6"" 2K WQHD IPS LED Display QHD (2560x1440) Touch ScreenN/A ",16GB,NVMe PCIe 1TB SSD ,Nvidia RTX 3060 Graphics 6GB ,Win-11 Home ,1.9 kg,15.232530120481927
Asus VivoBook 14 K413EQ Intel 1165G7 14 Inch FHD WV Display Indie Black Laptop #AM566W-K413EQ,122610  bdt,Intel Core i7 11th (Intel) Core i7 1165G7 2.80 GHz 4.70 GHz 4 8 12MB Not Specified ,"14 FHD Full HD 1920x1080 Anti-glare No 60 Hz Slim Bezel Brightness: 250 nits, Color Gamut: 100% sRGB, Aspect Ratio: 16:9, WV Display No Secondary Screen No Secondary Screen No Secondary Screen ",16GB,512GB SSD No HDD No HDD No NVMe PCIe 1 Not Specified ,Nvidia MX350 Graphics Dedicated 2GB GDDR5 ,Win-11 Home Not Specified Not Specified ,1.40 kg,15.232530120481924
Apple MacBook Air (Late 2020) Apple M1 Chip 13.3 Inch Retina Display Space Gray MacBook #Z124000AL,168720  bdt,Apple Apple M1 Not Applicable Apple M1 Chip Not Applicable Not Applicable 8 Not Applicable Not Applicable Not Applicable ,"13.3 Retina QHD 2560x1600 Glossy No 60 Hz Slim Bezel Panel Type: IPS-Type LCD, Aspect Ratio: 16:10, Finish: Glossy, Maximum Brightness: 400 cd/m2, Color Gamut: 100% DCI-P3 No Secondary Screen No Secondary Screen No Secondary Screen ",16GB,256GB No HDD No HDD No NVMe PCIe No Installed SSD Can Not Be Replaced ,Apple 7-core GPU Integrated Shared Not Applicable ,"macOS App Store, Books, Calendar, Contacts, FaceTime, Find My, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, News, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos Not Specified ",1.29 kg,15.232530120481924
